dataset,image_file,label_file,status,reference_text,ocr_text,ref_chars,ref_words,cer,wer,ocr_time_sec,error,ier,set_precision,set_recall,set_f1
original,x19.jpg,labelx19.txt,ok,"Water, Propylene Glycol, C12-15 Alkyl Benzoate, Niacinamide, Glycerin, Isononyl Isononanoate, Xanthan Gum, Ammonium Acryloyldimethyltaurate/VP Copolymer, Propanediol, Carbomer, Tocopheryl Acetate, Benzoic Acid, Caprylyl Glycol, Disodium EDTA, Dimethyl Isosorbide, Ethylhexylglycerin, Sodium Hyaluronate, Butylene Glycol, Pentylene Glycol, Hydroxypyridinone Retinoate, Citrus Sinensis Peel Oil Expressed, Triheptanoin, Phenoxyethanol, Citrus Aurantium Bergamia Fruit Oil, Citrus Limon Peel Oil, Ceteareth-25, Jasminum Sambac Flower Extract, Cetyl Alcohol, Cananga Odorata Flower Oil, Lavandula Hybrida Extract, Behenic Acid, Ceramide NP, Cholesterol, Ceramide NS, Ceramide AP, Ceramide EOP, Ceramide EOS, Glycine Soja (Soybean) Oil, Hydrogenated Lecithin, Acetyl Hexapeptide-8, Caproyl Phytosphingosine, Caproyl Sphingosine, Palmitoyl Tripeptide-8, Ascorbyl Palmitate, Citric Acid, Glyceryl Oleate, Glyceryl Stearate, Lecithin, Tocopherol, Sodium Oleate, Oligopeptide-1, Fragrance","Apply to well cleansed skin and blend into the face evening routine. Glyceryl Stearate, Lecithin, Tocopherol, Sodium Oleate, Oligopeptide-1, Fragrance nmušau mnuonnuouna ",979,107,0.8631,0.9439,0.5093,,0.9038,0.7143,0.0962,0.1695
original,x20.jpg,labelx20.txt,ok,"Water, Propylene Glycol, Niacinamide, Glycerin, Caprylic/Capric Triglyceride, Cyclopentasiloxane, Sorbitol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isononyl Isononanoate, Salicylic Acid, Sodium Hyaluronate, Propanediol, C13-14 Isoparaffin, Disodium EDTA, O-Cymen-5-OL, Xanthan Gum, Triheptanoin, PEG-8, Pentylene Glycol, Benzoic Acid, Hyaluronic Acid, Laureth-7, Lavandula Angustifolia Oil, Ceteareth-25, Sodium Hydroxide, Sodium Benzoate, Isostearamidopropyl Ethyldimonium Ethosulfate, Citrus Hystrix Leaf Oil, Eucalyptus Globulus Leaf Oil, Melaleuca Alternifolia Leaf Oil, Madecassic Acid, Potassium Sorbate, Asiaticosid, Oleic Acid, Carthamus Tinctorius Seed Oil, Olea Europaea (Olive) Fruit Oil, Cetyl Alcohol, Phenoxyethanol, Bioflavonoids, 1,2-Hexanediol, Ceramide NP, Cholesterol, Ceramide NS, Ascorbyl Propyl Hyaluronate, Ascorbylpropyl Hydrolyzed Hyaluronate, Butylene Glycol, Dimethylsilanol Hyaluronate, Potassium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hydroxypropyl Trimonium Hyaluronate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Retinoyl Hyaluronate, Zinc Hydrolyzed Hyaluronate, Caproyl Phytosphingosine, Caproyl Sphingosine",cl5bano5an tUuus:dnnnAu,1242,123,0.9823,1.0,2.0587,,1.0,0.0,0.0,0.0
original,x21.jpg,labelx21.txt,ok,"Water, Propylene Glycol, C12-15 Alkyl Benzoate, Niacinamide, Betaine, Glycerin, Isononyl Isononanoate, Potassium Hydroxide, Xanthan Gum, Carbomer, Tocopheryl Acetate, Hydroxypropyl Cyclodextrin, Ethylhexylglycerin, Sodium Hyaluronate, Citrus Aurantium Dulcis Peel Oil, Cananga Odorata Flower Oil, Michelia Alba Flower Oil, Anthemis Nobilis Flower Water, Jasminum Officinale Flower Oil, Potassium Sorbate, Citric Acid, Lavandula Angustifolia Oil, Polysorbate 60, Sodium Benzoate, Disodium EDTA, Triheptanoin, Melatonin, 1,2-Hexanediol, Lavandula Hybrida Extract, Pelargonium Graveolens Flower Oil, Ceramide NP, Hyaluronic Acid, Ascorbyl Propyl Hyaluronate, Ascorbylpropyl Hydrolyzed Hyaluronate, Butylene Glycol, Dimethylsilanol Hyaluronate, Potassium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hydroxypropyl Trimonium Hyaluronate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Retinoyl Hyaluronate, Zinc Hydrolyzed Hyaluronate",anvc Apply to well dleansed skin and blend into the face evening routine. nnm mnamRuna,949,101,0.9199,1.0,0.9293,,1.0,0.0,0.0,0.0
original,x22.jpg,labelx22.txt,ok,"Water, Dipropylene Glycol, Glycerin, Niacinamide, Methyl Gluceth-20, Ceramide NP, Bifida Ferment Filtrate, Hydrolyzed Collagen, Lactobacillus Ferment, Lactococcus Ferment, Panthenol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Pentaerythrityl Tetraethylhexanoate, Sodium Hyaluronate, Hydroxyacetophenone, Tromethamine, Carbomer, Butylene Glycol, Adenosine, Caprylic/Capric Triglyceride, Caprylyl Glycol, Hydrogenated Lecithin, Disodium EDTA, 1,2-Hexanediol",Ingredients/douusnou:,459,41,0.9586,1.0,2.1016,,1.0,0.0,0.0,0.0
original,x23.jpg,labelx23.txt,ok,"Water, Dipropylene Glycol, Glycerin, Niacinamide, Methyl Gluceth-20, Pentaerythrityl Tetraethylhexanoate, Trehalose, Caffeine, Sodium Hyaluronate, Hydroxyacetophenone, Tromethamine, Carbomer, Butylene Glycol, Adenosine, Caprylic/Capric Triglyceride, Caprylyl Glycol, Hydrogenated Lecithin, Disodium EDTA, 1,2-Hexanediol, Ceramide NP, Hamamelis Virginiana (Witch Hazel) Extract, Camellia Sinensis Leaf Extract, Chlorogenic Acids, Collagen, Caffeic Acid, Acetyl Tetrapeptide-5, Ethylhexylglycerin, Arginine, Glycine, Serine, Leucine, Lysine, Histidine, Proline, Phenylalanine, Threonine, Tyrosine, Alanine, Isoleucine, Aspartic Acid, Cysteine, Valine, Methionine, Glutamic Acid, Hexapeptide-9, Palmitoyl Pentapeptide-5, Palmitoyl Tripeptide-1, Copper Tripeptide-1, Acetyl Hexapeptide-8","Ingredients/douus:nou: WATER, DIPROPYLENE GLYCOL GLYCERIN, NIACINAMIDE, METHYL GLUCETH-20, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, PENTAERY HRITYL TETRAETHYLHEXANOATE, TREHALOSE, CAFFEINE, SODIUM HYALURONATE, HYDROXYACETOPHENONE, TROMETHAMINE, CARBOMER, BUTYLENE GLYCOL ADENOSINE, CAPRYLIC/CAPRIC TRIGLYCERIDE, CAPRYLYL GLYCOL, HYDRO- GENATED LECITHIN, DISODIUM EDTA, 1,2-HEXANEDIOL, CERAMIDE NP. HAMAMELIS VIRGINIANA (WITCH HAZEL) EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, CHLOROGENIC ACIDS, COLLAGEN, CAFFEIC ACID, ACETYL TETRAPEPTIDE-5, ETHYLHEXYLGLYCERIN, ARGININE, GLYCINE, SERINE, LEUCINE, LYSINE, HISTIDINE, PROLINE, PHENYLALANINE, THREONINE, TYROSINE, ALANINE, ISOLEUCINE, ASPARTIC ACID, CYSTEINE, VALINE, METHIONINE, GLUTAMIC ACID,HEXAPEPTIDE-9,PALMITOYL PENTAPEPTIDE-5, PALMITOYL TRIPEPTIDE-1, COPPERTRIPEPTIDE-1,ACETYL HEXAPEPTIDE-8.",783,75,0.1034,0.24,0.5556,,0.2083,0.898,0.9167,0.9072
original,x24.jpg,labelx24.txt,ok,"Water, Dipropylene Glycol, Glycerin, Niacinamide, Methyl Gluceth-20, Sodium DNA, Sodium Hyaluronate, Ceramide NP, Adenosine, Bifida Ferment Filtrate, Lactobacillus Ferment, Ferment Filtrate, Lactococcus Ferment, Pentaerythrityl Tetraethylhexanoate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Tromethamine, Hydroxyacetophenone, Caprylic/Capric Triglyceride, Caprylyl Glycol, Carbomer, Butylene Glycol, Hydrogenated Lecithin, Disodium EDTA, 1,2-Hexanediol","Ingredients//douus:nou: WATER, DIPROPYLENE GLYCOL, GLYCERIN, NIACINAMIDE, METHYL GLUCE2D SODIUM DNA, SODIUM HYALURONATE, CERAMIDE NP, ADENOSINE, BIFIDA FERMENT FILTRATE, LACTOBACILLUS FERMENT, LACTOCOCCUS FERMENT, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, PENTAERY- THRITYLTETRAETHYLHEXANOATE,HYDROXYACETOPHENONE, TROMETHAMINE, CARBOMER, BUTYLENE GLYCOL, CAPRYLUIC/CAPRIC TRIGLYCERIDE, CAPRYLYL GLYCOL, HYDROGENATED LECITHIN, DISODIUM EDTA, 1,2-HEXANEDIOL. RAIN KOREA CO., LTD., South Korea",457,42,0.4508,0.5,0.6409,,0.6087,0.7692,0.8696,0.8163
original,x25.jpg,labelx25.txt,ok,"Water, Petrolatum, Cyclopentasiloxane, Glycerine, Mineral Oil, Glyceryl Stearate, Dimethicone, Polysorbate 80, Cetyl Alcohol, PEG-100 Stearate, Stearyl Alcohol, Fragrance, Phenoxyethanol, Acrylamide/Sodium Acrylate Copolymer, Carbopol, Niacinamide, Butyrospermum Parkii Butter, PEG-75 Stearate, Trideceth-6, Triethylene Glycol, Aloe Barbadensis Leaf Juice Powder, Disodium EDTA, Tocopheryl Acetate, Caprylyl 2-Glyceryl Ascorbate, CI 16035, Hibiscus Sabdariffa Flower Extract, 1,2-Hexanediol, Diamond Powder, Bellis Perennis Flower Extract, Jasminum Officinale Flower Extract, Spiraea Ulmaria Flower Extract",INGREDIENTS / đOUUS:NOU,606,65,0.9653,1.0,1.5422,,1.0,0.0,0.0,0.0
original,x26.jpg,labelx26.txt,ok,"Water, Propylene Glycol, Niacinamide, Paraffinum Liquidum, Fragrance, Sodium Polyacrylate, Phenoxyethanol, Butylene Glycol, Isopropyl Palmitate, Ethylhexyl Methoxycinnamate, Disodium EDTA, Octocrylene, Xanthan Gum, Ethylhexylglycerin, Morus Alba Root Extract, Glutathione, Polyglyceryl-6 Laurate, Polyglyceryl-10 Oleate, BHT, Chlorphenesin, 3-O-Ethyl Ascorbic Acid, 1,2-Hexanediol, Magnolol, Sodium Hyaluronate, Dimethylsilanol Hyaluronate, Ascorbyl Propyl Hyaluronate, Ascorbylpropyl Hydrolyzed Hyaluronate, Hydroxypropyl Trimonium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Benzoate, Sodium Hyaluronate Crosspolymer, Pentylene Glycol, Potassium Hyaluronate, Propanediol, Sodium Acetylated Hyaluronate, Sodium Retinoyl Hyaluronate, Zinc Hydrolyzed Hyaluronate",1snlolauəgašvajuJoms đDuus:nou / INGREDIENTS: o: ,796,76,0.9535,1.0,1.4583,,1.0,0.0,0.0,0.0
original,x27.jpg,labelx27.txt,ok,"Aqua, Isopropyl Myristate, Titanium Dioxide, Ethylhexyl Methoxycinnamate, Ethylhexyl Stearate, Glycerin, Sodium Polyacrylate, Chlorphenesin, Octocrylene, Phenoxyethanol, Trideceth-6, Niacinamide, Allantoin, Citrullus Lanatus Fruit Extract, Fragrance, Collagen, Yogurt Powder, CI 16255",ausr0nondsolnaons,284,28,0.9437,1.0,2.1925,,1.0,0.0,0.0,0.0
original,x28.jpg,labelx28.txt,ok,"Oryza Sativa (Rice) Bran Oil, Butylene Glycol, Glycerin, Dimethicone, Titanium Dioxide (CI 77891), Niacinamide, Water, Isohexadecane, Polysorbate 80, Sodium Hydroxide, Pyrus Malus (Apple) Juice, Triethoxycaprylylsilane, Fragaria Ananassa (Strawberry) Fruit Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Camellia Sinensis Extract, Tetrahexyl Decyl Ascorbate, Sodium Riboflavin Phosphate, Fragrance, Caprylyl Glycol",10U k,418,47,0.988,1.0,2.1836,,1.0,0.0,0.0,0.0
original,x29.jpg,labelx29.txt,ok,"Aqua (Water), Dipropylene Glycol, Butylene Glycol, Propanediol, Phytol, Chlorphenesin, Panthenol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glycerin, Allantoin, Dipotassium Glycyrrhizate, Sodium Hydroxide, Disodium EDTA, Sodium Hyaluronate, Ectoin, Acacia Senegal Gum, Pentylene Glycol, Castanea Sativa (Chestnut) Leaf Extract, Algin, Caprylyl Glycol, Glyceryl Polyacrylate, Pullulan, Aphanothece Sacrum Polysaccharides, Ethylhexylglycerin, Centella Asiatica Leaf Vesicles","úuosa oooá • ansuriã • uoanoooá (Water). Dipropylene Glycol, Aqua Butylene Glycol, Chlorphenesin, Panthenol, Acrylates/C10-30 Allantoin, Dipotassium Glycyrrhizate, Glycerin, EDTA, Sodium Hyaluronate, Ectoin, Disodium Acacia Castanea Sativa entylene Glycol (Chestnut) Leaf Extract, Extract, Algin, Centella Asiatica Leaf Caprylyl Glycol, Glyceryl Sacrum Polysaccharides, Ethylhexyl- 5678",476,49,0.5294,0.7347,0.4251,,0.72,0.5294,0.36,0.4286
original,x30.jpg,labelx30.txt,ok,"Aqua (Water), Dipropylene Glycol, Pentylene Glycol, Coco-Caprylate/Caprate, Phenoxyethanol, Glycerin, Panthenol, Polyacrylate-13, Dipotassium Glycyrrhizate, Chlorphenesin, Allantoin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Xanthan Gum, Butylene Glycol, Ectoin, 1,2-Hexanediol, Sodium Hyaluronate, Centella Asiatica Leaf Extract, Phospholipids, Saccharide Isomerate, Sodium Lauroyl Lactylate, Algin, Caprylyl Glycol, Glyceryl Polyacrylate, Pullulan, Sphingolipids, Sodium Phosphate, Aphanothece Sacrum Polysaccharides, Ceramide NP, Sodium Phytate, Phytosphingosine, Inositol, Cholesterol, Carbomer, Tocopherol, Centella Asiatica Leaf Vesicles, Ceramide EOP","ou/Igredents:Aqua (Water,Dipropylene Gyc,Pentylene Glyc uudalooJa Coc-Caprylae/Caprae,Peoyeha,lyceri,PahePoyacyamde Coee,-14oalkane,Acylaes/C0-30AAaCm",679,66,0.8498,1.0,1.0998,,1.0,0.3333,0.0811,0.1304
original,x31.jpg,labelx31.txt,ok,"Deionized Water, Isododecane, Niacinamide, Propanediol, Polyglyceryl-2 Stearate, Triethanolamine, Butylene Glycol, 2-Phenoxyethanol, Glyceryl Stearate, Stearyl Alcohol, Trideceth-9, Allantoin, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, PEG-40 Hydrogenated Castor Oil, Carbomer, Chlorphenesin, Magnesium, Glycerine, Centella Asiatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra Root Extract, Hexanoyl Dipeptide-3 Norleucine Acetate, Polysorbate 20, Saccharide Isomerate, Lecithin, Xanthan Gum, Chamomilla Recutita Flower Extract, Sodium Hyaluronate, Rosmarinus Officinalis Leaf Extract, Algin, Disodium EDTA, Propylene Glycol, Sodium Ascorbyl Phosphate",wanlag : usgn ula iaunea aud,761,79,0.9645,1.0,1.646,,1.0,0.0,0.0,0.0
original,x32.jpg,labelx32.txt,ok,"Deionized Water, Niacinamide, Propanediol, Isododecane, Polyglyceryl-2 Stearate, Stearyl Alcohol, Triethanolamine, Glyceryl Stearate, Sodium Hyaluronate Crosspolymer, Zinc Gluconate, Butylene Glycol, Carbomer, Chlorphenesin, Peumus Boldus Leaf Extract, Acacia Senegal Gum, Sodium Shale Oil Sulfonate, Allantoin, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate, Pentylene Glycol, Centella Asiatica Leaf Extract, Glycerine, Hydrolyzed Algin, Disodium EDTA, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra Root Extract, Chamomilla Recutita Flower Extract, Rosmarinus Officinalis Leaf Extract, Citric Acid, 10-Hydroxydecanoic Acid, Sebacic Acid, Onopordum Acanthium Flower/Leaf/Stem Extract, Xanthan Gum",wānlag : usgn la lAaa,777,85,0.9755,1.0,1.5927,,1.0,0.0,0.0,0.0
original,x33.jpg,labelx33.txt,ok,"Water, Niacinamide, Butylene Glycol, Glycerin, Betaine, Phenoxyethanol, Panthenol, Polysorbate 20, Carbomer, Xanthan Gum, Polyquaternium-7, Methylsilanol Mannuronate, Centella Asiatica Leaf Vesicles, Centella Asiatica Leaf Extract, 1,2-Hexanediol, Ethylhexylglycerin, Saccharide Isomerate, Ubiquinone, Caprylic/Capric Triglyceride, Olea Europaea (Olive) Fruit Oil, Hydrogenated Lecithin, Butyrospermum Parkii (Shea) Butter, Cholesterol, Ceramide NP, Phytosphingosine, Fragrance, Aloe Vera Vesicles, Sodium Hyaluronate, Potassium Hydroxide","douus:neu (Ingredients): Water, Niacinamide, Butylene Glycol, Glycerin, Betaine, Phenoxyethanot . anthenol, Polysorbate 20, Carbomer, Xanthan Gum, Polyquaternium-7, Methylsilanol Mannuronate, Centella Asiatica Leaf Vesicies, Centella Asiatica Leaf Extract, 1,2-Hexanediol, Ethylhexylglycerin, Saccharide Isomerate, Ubiquinone, Caprylic/Capric Triglyceride, Olea Europaea (Olive) Fruit Oil Hydrogenated Lecithin, Butyrospermum Parkll (Shea) Butter, Chaiesterol, Ceramide NP, Phytosphingosine, Fragrance, Aloe Vera Vesicles, Sodium Hyaluronate, Potassium Hydroxide",538,54,0.0651,0.1667,0.45,,0.3214,0.8621,0.8929,0.8772
original,x34.jpg,labelx34.txt,ok,"Aqua, Glycereth-26, Niacinamide, Butylene Glycol, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Betaine, Chlorphenesin, Tetrasodium EDTA, Mannitol, Citrus Aurantium Dulcis (Orange) Peel Oil, Glycerin, Hippophae Rhamnoides Fruit Oil, Microcrystalline Cellulose, Sucrose, Hydrolyzed Corn Starch Octenylsuccinate, Zea Mays Starch, Ascorbyl Tetraisopalmitate, Ethyl Ascorbic Acid, Aloe Barbadensis Leaf Juice Powder, Sodium Starch Octenylsuccinate, Hydroxypropyl Methylcellulose, Tocopherol, C12-13 Alkyl Glyceryl Hydrolyzed Hyaluronate, Calcium Pantothenate, Maltodextrin, Sodium Ascorbyl Phosphate, Sodium Carboxymethyl Hyaluronate, 1,2-Hexanediol, Caprylyl 2-Glyceryl Ascorbate, Ascorbic Acid, Xanthan Gum, Pyridoxine HCl, Sodium Lauroyl Lactylate, Caprylyl Glycol, Propanediol, Silica, Centella Asiatica Extract, Glucose, Sodium Hyaluronate, Chondrus Crispus Extract, Colloidal Gold, Hydroxypropyl Trimonium Hyaluronate, Glutathione, Hydrolyzed Hyaluronic Acid, Sodium Acetylated Hyaluronate, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Potassium Hyaluronate",CH00M92DS 121:119,1160,119,0.9897,1.0,0.7375,,1.0,0.0,0.0,0.0
original,x35.jpg,labelx35.txt,ok,"Aqua, Glycereth-26, Glycerin, Phenoxyethanol, Carbomer, Cetyl Ethylhexanoate, Isostearate, Triethanolamine, Betaine, Chlorphenesin, Dimethicone, Silica Dimethyl Silylate, Fragrance, Propylene Glycol, Cyclopentasiloxane, Sea Water, CI 77491, Propanediol, Punica Granatum Extract, Croton Lechleri Resin Extract, Hydrolyzed Corn Starch Octenylsuccinate, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Astaxanthin, C12-13 Alkyl Glyceryl Hydrolyzed Hyaluronate, Sodium Carboxymethyl Hyaluronate, Hydrolyzed Rhodophyceae Extract, Hydroxypropyl Trimonium Hyaluronate, Hydrated Silica, Sorbic Acid, Benzoic Acid, Butylene Glycol, Hydroxypropyl Methylcellulose, Citric Acid, Sodium Citrate",Us:innnāgnain:,717,72,0.9847,1.0,1.451,,1.0,0.0,0.0,0.0
original,x36.jpg,labelx36.txt,ok,"Aqua (Water), Octocrylene, Homosalate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ethylhexyl Methoxycinnamate, Isostearate, Triethanolamine, C12-15 Alkyl Benzoate, Potassium Succinyl Oat Beta-Glucan, Xanthan Gum, Chlorphenesin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Silica Dimethyl Silylate, Titanium Dioxide, Sodium Hyaluronate, 3-O-Ethyl Ascorbic Acid, Sodium Stearoyl Glutamate, Tocopheryl Acetate, Carbomer, Sodium Hydroxide, Parfum (Fragrance), Caffeine, Maltodextrin, Centella Asiatica Leaf Extract, Hydroxyethylcellulose, Tocopherol","douds:nou C12-15 Alky Potassium Cetyl Phosphate nzoate sspolymer, Silica Dimethyl Silylate, Carbomer, Sodium Hydroxide, Parfum Caffeine, Maltodextrin, Centella",558,54,0.7312,0.7778,0.5376,,0.8462,0.5,0.1538,0.2353
original,x37.jpg,labelx37.txt,ok,"Water, Niacinamide, Propanediol, Neopentyl Glycol Dicaprylate/Dicaprate, Dimethicone, Glyceryl Stearate, Cetyl Alcohol, PEG-75 Stearate, Titanium Dioxide, Sodium Polyacrylate, Ceteth-20, Steareth-20, Allantoin, Aluminum Hydroxide, Hydrolyzed Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Pearl Extract, Lecithin, Sodium Acrylates Copolymer, Ethylhexyl Methoxycinnamate, Scutellaria Baicalensis Root Extract, Sophora Flavescens Root Extract, Glycyrrhiza Inflata Root Extract, Butylene Glycol, Pentylene Glycol, Biosaccharide Gum-4, Phenoxyethanol, Sodium Chloride, Citric Acid, Perfume, Linolenic Acid, 1,2-Hexanediol, Stearic Acid, Disodium EDTA, Caprylhydroxamic Acid, Ethylhexylglycerin","abuus:nou : Water, Niacinamide, Propanediol, Neopentyl Glycol Dicaprylate/Dicaprate, Dimethicone, Glyceryl Stearate, Cetyl Alcohol, PEG-75 Stearate, Titanium Dioxide, Sodium Polyacrylate, Ceteth-20, Steareth-20, Allantoin, Aluminum Hydroxide, Hydrolyzed Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Pearl Extract, Lecithin, Sodium Acrylates Copolymer, EthylhexylMethoxycinnamate, Scutellaria Baicalensis Root Extract, Sophora Flavescens Root Extract, Glycyrrhiza Inflata Root Extract, Butylene Glycol, Pentylene Glycol, Biosaccharide Gum-4, Phenoxyethanol, Sodium Chloride, Citric Acid, Perfume, Linolenic Acid, 1,2-Hexanediol, Stearic Acid, Disodium EDTA, Caprylhydroxamic Acid, Ethylhexylglycerin",746,75,0.0174,0.0533,0.4086,,0.0811,0.9487,1.0,0.9737
original,x38.jpg,labelx38.txt,ok,"Water, Propanediol, Caprylic/Capric Triglyceride, Polyacrylamide, Sodium Acrylate/Sodium Acryloyldimethyl Taurate, Hydrogenated Polydecene, Laureth-7, Allantoin, Hydrogenated Vegetable Oil, Hyaluronic Acid, Camellia Sinensis Leaf Extract, Scutellaria Baicalensis Root Extract, Sophora Flavescens Root Extract, Glycyrrhiza Inflata Root Extract, Hamamelis Virginiana (Witch Hazel) Extract, Centella Asiatica Extract, Sodium Hyaluronate, Hydrolyzed Sodium Acetylated Hyaluronate, Pentylene Glycol, Butylene Glycol, Zinc Sulfate, Sodium Hyaluronate, 10-Hydroxydecanoic Acid, Perfume, Glycerin, Ethylhexylglycerin, Sebacic Acid, 1,10-Decanediol, Caprylhydroxamic Acid, 1,2-Hexanediol, Hexapeptide-2, Citric Acid, Sodium Chloride","acusncu Water, Propanediol, Caprylic/Capric Triglyceride, Polyacrylamide, Sodium Acrylate/Sodium Acryloyldimethyl,Hydrogenated Polydecene, Laureth 7, Allantion, Hydrogenated Vegetable Oil, Hyaluronic Acid, Camellia Sinensis Leaf Extract, Scutellaria Baicalensis Root Extract, Sophora Flavescens Root Extract, Glycyrrhiza Inflata Root Extract, Hamamelis Virginlana (Witch Hazel) Extract, CentellaAsiatica Extract, Hydrolyzed Sodium Hyaluronate,Sodium Acetylated Hyaluronate, Pentylene Glycol, Butylene Glycol, Zinc Sulfate, Sodium Hyaluronate Crosspolymer, Hexapeptide-2, Citric Acid, Sodium Chloride, Ethylhexylglycerin, Cl 42090, Sebacic Acid, 1,10-Decanediol, Cyclodextrin, Caprylhydroxamic Acid, 1,2-Hexanediol",723,72,0.2144,0.3889,0.3859,,0.5667,0.8,0.8,0.8
original,x39.jpg,labelx39.txt,ok,"Ethylhexyl Palmitate, Isopropyl Myristate, PEG-20 Glyceryl Triisostearate, Synthetic Wax, Butyrospermum Parkii Butter, Charcoal Powder, Butylene Glycol, Polyglyceryl-2 Diisostearate, Polyglyceryl-2 Isostearate, Phenoxyethanol, Butylated Hydroxytoluene, Tocopheryl Acetate, Water, Glycerin, Dimethicone, Chlorphenesin, Epigallocatechin Gallate, Salicylic Acid, Oryza Sativa Bran Oil, Lecithin, Bamboo, Beta Vulgaris Leaf Extract, Ceramide NP, Dipropylene Glycol, Tocopherol, Hydrogenated Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Iron Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Silicon Ferment, Camellia Japonica Seed Oil, Camellia Sinensis Leaf Ferment, Prunus Amygdalus Dulcis Oil, Vitis Vinifera Ferment, Camellia Sinensis Seed Ferment, Camellia Sinensis Leaf Extract, Alpinia Zerumbet Leaf Ferment, Limnanthes Alba Seed Oil, Helianthus Annuus Seed Oil, Butyrospermum Parkii Oil, Corylus Avellana Seed Oil, Rosa Canina Fruit Oil, Macadamia Ternifolia Seed Oil, Oenothera Biennis Oil, Persea Gratissima Oil, Simmondsia Chinensis Seed Oil, Tocopherol","PARKIN BUTTER, BUTYROSPERMUM GLYCOL LAURYL PEG-9 WATER, ACETATE, BRASSICA LECITHIN EXTRACT SACCHAROMYCES/SILICON FERMENT FERMENT, SACCHAROMYCES/ZINC FERMENT, CAMELLIA SEED OIL SINENSIS ALPINIA ZERUMBET LEAF SEED OIL. DEPRESSA OIL CERAMIDE AP. CERAMIDE AS, CERAMIDE ALBA SEED OIL, MACADAMIA VELLANA OIL L.BUTYROSPERMUM SEED OIL PARKII OIL, CORYLUS GRATISSIMA BIENNIS EOP SEED OIL CERAMIDE",1074,119,0.7263,0.8487,0.4213,,1.0,0.0833,0.0213,0.0339
original,x40.jpg,labelx40.txt,ok,"Deionized Water, Propylene Glycol, Caprylic/Capric Triglyceride, Sodium Acryloyldimethyl Taurate, Citrus Aurantifolia Fruit Extract, Citrus Aurantium Dulcis Fruit Extract, Citrus Limon Fruit Extract, Citrus Sinensis Fruit Extract, 3-O-Ethyl Ascorbic Acid, Ascorbyl Glucoside, Ascorbic Acid, Ascorbyl Tetraisopalmitate, Niacinamide, Glyceryl Ascorbate, Pyrus Malus Fruit Extract, Vitis Vinifera Fruit Extract, Glutathione, Sodium Hyaluronate, Chondrus Crispus Extract, Hydroxypropyl Trimonium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Acetylated Hyaluronate, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Potassium Hyaluronate, Allantoin, Bisabolol, Tocopheryl Acetate, Propanediol, Hydrogenated Polydecene, Polymethylsilsesquioxane, Trideceth-10, Disodium EDTA, Fragrance, Butylene Glycol, Glycerin, 1,2-Hexanediol, Xanthan Gum, Caprylyl Glycol, Glucose, Phenoxyethanol",DEIONIZED WATER SODIUM CITRUS AURAN DULCIS FRUIT,910,93,0.9473,0.9462,0.3484,,1.0,0.0,0.0,0.0
