dataset,image_file,label_file,status,reference_text,ocr_text_raw,ocr_text_fuzzy,ref_chars,ref_words,cer_raw,wer_raw,cer_fuzzy,wer_fuzzy,ocr_time_sec,error
original,x108.jpg,labelx108.txt,ok,"Water, Propylene Glycol, Niacinamide, Panthenol, Paraffinum Liquidum, Fragrance, Sodium Polyacrylate, Phenoxyethanol, Butylene Glycol, Isopropyl Palmitate, Ethylhexyl Methoxycinnamate, Disodium EDTA, Octocrylene, Xanthan Gum, Ethylhexylglycerin, Morus Alba Root Extract, Glutathione, Polyglyceryl-6 Laurate, Polyglyceryl-10 Oleate, BHT, Chlorphenesin, CI 17200, Sorbitan Palmitate, CI 15510, 3-O-Ethyl Ascorbic Acid, 1,2-Hexanediol, Magnolol, Sodium Hyaluronate, Ascorbyl Propyl Hyaluronate, Ascorbyl Dipropyl Hyaluronate, Dimethylsilanol Hyaluronate, Hydrolyzed Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Pentylene Glycol, Potassium Hyaluronate, Propanediol, Sodium Acetylated Hyaluronate, Sodium Benzoate, Sodium Retinoyl Hyaluronate Crosspolymer, Sodium Hyaluronate Crosspolymer, Zinc Hydrolyzed Hyaluronate",đDuus:nau / INGREDIENTS: éaou: ansulmm,"đDuus, nau / INGREDIENTS, éaou, ansulmm",851,83,0.9624,1.0,0.9577,1.0,50.2215,
original,x109.jpg,labelx109.txt,ok,"Aqua, Glycerin, Propylene Glycol, Beta-Glucan, Panthenol, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Caprylhydroxamic Acid, Ethylhexylglycerin, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxyethylcellulose, Triethanolamine, Xanthan Gum, Sodium Hyaluronate, Hydroxyphenyl Propamidobenzoic Acid, Pearl Extract, Pentylene Glycol, Plankton Extract, PEG-40 Hydrogenated Castor Oil, Argania Spinosa Kernel Extract, Butyrospermum Parkii (Shea Butter) Extract, Camellia Oleifera Seed Extract, Centella Asiatica Extract, Triticum Vulgare (Wheat) Seed Extract, Parfum","luauuonjotopuo [InGrEDIeNtS] AQUA, GLYCERIN, PROPYLENE GLYCOL, BETA-GLUCAN, PANTHENOL, ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER, CAPRYLHYDROXAMIC ACID, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, HYDROXYETHYLCELLULOSE, TRIETHANOLAMINE, XANTHAN GUM, SODIUM HYALURONATE, HYDROXYPHENYL PROPAMIDOBENZOIC ACID, PEARL EXTRACT, PENTYLENE GLYCOL, PLANKTON EXTRACT, PEG-40 HYDROGENATED CASTOR OIL, CENTELLA ASIATICA EXTRACT, TRITICUM VULGARE (WHEAT) SEED EXTRACT, PARFUM","luauuonjotopuo, [InGrEDIeNtS] AQUA, GLYCERIN, PROPYLENE GLYCOL, BETA-GLUCAN, PANTHENOL, ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE, COPOLYMER, CAPRYLHYDROXAMIC ACID, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, ACRYLATES/C10-30 ALKYL ACRYLATE, CROSSPOLYMER, HYDROXYETHYLCELLULOSE, TRIETHANOLAMINE, XANTHAN GUM, SODIUM HYALURONATE, HYDROXYPHENYL, PROPAMIDOBENZOIC ACID, PEARL EXTRACT, PENTYLENE GLYCOL, PLANKTON EXTRACT, PEG-10 HYDROGENATED CASTOR OIL, CENTELLA ASIATICA ROOT EXTRACT, TRITICUM VULGARE (WHEAT) SEED EXTRACT, PARFUM",589,58,0.2326,0.2586,0.2428,0.3448,48.4081,
original,x11.jpg,labelx11.txt,ok,"Water, Glycereth-26, Glycerin, Dipropylene Glycol, 1,2-Hexanediol, Carbomer, Butylene Glycol, Trehalose, Pentaerythrityl Tetrastearate, Hydrogenated Polyisobutene, Tromethamine, Ethylhexylglycerin, Caprylyl Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Allantoin, Panthenol, Pentylene Glycol, Disodium EDTA, Melaleuca Alternifolia Leaf Oil, Melia Azadirachta Leaf Extract, Sodium Hyaluronate, Hydroxyacetophenone, Melia Azadirachta Flower Extract, Coccinia Indica Fruit Extract, Solanum Melongena Fruit Extract, Amber Powder, Centella Asiatica Extract, Curcuma Longa Root Extract, Ocimum Sanctum Leaf Extract, Moringa Oleifera Seed Oil, Madecassoside, Corallina Officinalis Extract, Centella Asiatica Leaf Extract, Asiaticoside","Ingredients /aouus:nou: OFFICINALIS EXTRACT, CENTELLA ASIATICA LEAF EXTRACT, ASIATICOSIDE.","nou, OFFICINALIS EXTRACT, CENTELLA ASIATICA LEAF CELL EXTRACT, ASIATICOSIDE",736,76,0.8845,0.9211,0.8981,0.9211,46.1873,
original,x110.jpg,labelx110.txt,ok,"Water, Glycerin, Dimethicone, Cyclopentasiloxane, Butylene Glycol, Polymethylsilsesquioxane, Simmondsia Chinensis Seed Oil, Lauryl PEG-10 Tris(Trimethylsiloxy)Silylethyl Dimethicone, Sodium Chloride, Isopentyldiol, Octyldodecanol, Dimethicone/PEG-10/15 Crosspolymer, Panthenol, Aloe Barbadensis Leaf Juice, Dimethicone Crosspolymer, Bisabolol, Fragrance, Polysilicone-11, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Echium Plantagineum Seed Oil, Polyglyceryl-10 Diisostearate, Polyglyceryl-10 Laurate, Helianthus Annuus Seed Oil Unsaponifiables, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Sodium Polyglutamate, Tocopherol, Salicylic Acid, Amylopectin, Dextrin, Niacinamide, Xanthan Gum, Camellia Sinensis Leaf Extract, Zinc PCA, Gluconolactone, Lactococcus Ferment Lysate, Propylene Glycol, Betaine, Magnesium Aspartate, Zinc Gluconate, Tromethamine, Copper Gluconate, Sodium Benzoate, Phenoxyethanol, Chlorphenesin",Ingredients /adouusnou:,,928,87,0.9763,1.0,1.0,1.0,45.3058,
original,x111.jpg,labelx111.txt,ok,"Deionized Water, Isododecane, Niacinamide, Propanediol, Polyglyceryl-2 Stearate, Dimethicone, Sodium Hyaluronate Crosspolymer, Triethanolamine, Butylene Glycol, 2-Phenoxyethanol, Carbomer, PEG-40 Hydrogenated Castor Oil, Trideceth-9, Allantoin, Perfume, Chlorphenesin, Glycerine, Centella Asiatica Extract, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate, Magnesium Ascorbyl Phosphate, Hydrolyzed Algin, Disodium EDTA, Propylene Glycol, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra Root Extract, Xanthan Gum, Chamomilla Recutita Flower Extract, Rosmarinus Officinalis Leaf Extract, Atelocollagen, Sodium Chondroitin Sulfate, Polysorbate 20, Saccharide Isomerate, Lecithin, Hexanoyl Dipeptide-3 Norleucine Acetate","DIMETHICONE, SODIUM HYALURONATE CROSSPOLYMER, GLYCERYL STEARATE, STEARYL ALCOHOL, TRIETHANOLAMINE, BUTYLENE GLYCOL, 2-PHENOXYETHANOL, CARBOMER, PEG-40 HYDROGENATED CASTOR OIL, TRIDECETH-9, ALLANTOIN, PERFUME, CHLORPHENESIN, GLYCERINE, CENTELLA ASIATICA EXTRACT, HYDROLYZED SODIUMHYALURONATE,SODIUMHYALURONATE, MAGNESIUM ASCORBYLPHOSPHATE,HYDROLYZED ALGIN, DISODIUM EDTA, PROPYLENE GLYCOL, POLYGONUM CUSPIDATUM ROOT EXTRACT, SCUTELLARIA BAICALENSIS ROOT EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, GLYCYRRHIZA GLABRA ROOT EXTRACT, XANTHAN GUM, CHAMOMILLA RECUTITA FLOWER EXTRACT, ROSMARINUS OFFICINALIS LEAF EXTRACT, ATELOCOLLAGEN, SODIUM CHONDROITIN SULFATE, POLYSORBATE 20, SACCHARIDE ISOMERATE, LECITHIN. HEXANOYL DIPEPTIDE-3 NORLEUCINE ACETATE ā-oo=","DIMETHICONE, SODIUM HYALURONATE CROSSPOLYMER, GLYCERYL STEARATE, STEARYL ALCOHOL, TRIETHANOLAMINE, BUTYLENE GLYCOL, 2-PHENOXYETHANOL, CARBOMER, PEG-40 HYDROGENATED CASTOR, OIL, TRIDECETH-9, ALLANTOIN, PERFUME, CHLORPHENESIN, GLYCERINE, CENTELLA ASIATICA ROOT EXTRACT, HYDROLYZED SODIUM HYALURONATE, SODIUM HYALURONATE, MAGNESIUM ASCORBYL PHOSPHATE, HYDROLYZED, ALGIN, DISODIUM EDTA, PROPYLENE GLYCOL, POLYGONUM CUSPIDATUM ROOT EXTRACT, SCUTELLARIA, BAICALENSIS ROOT EXTRACT, CAMELLIA SINENSIS LEAF CELL EXTRACT, GLYCYRRHIZA GLABRA ROOT EXTRACT, XANTHAN GUM, CHAMOMILLA RECUTITA FLOWER EXTRACT, ROSMARINUS OFFICINALIS LEAF EXTRACT, ATELOCOLLAGEN, SODIUM CHONDROITIN SULFATE, POLYSORBATE 20, SACCHARIDE ISOMERATE, LECITHIN, HEXANOYL DIPEPTIDE-3 NORLEUCINE ACETATE, ā-oo=",793,81,0.1173,0.2346,0.1274,0.2099,68.8659,
original,x112.jpg,labelx112.txt,ok,"Aqua, Niacinamide, Glycerin, Propylene Glycol, Phenoxyethanol, Aloe Barbadensis Leaf Juice Powder, Carbomer, Triethanolamine, Chlorphenesin, Allantoin, Disodium EDTA, Polysorbate 20, Mannitol, Xanthan Gum, Cellulose, Tetrahydrodiferuloylmethane, Fragrance, Alpha-Arbutin, Dipotassium Glycyrrhizate, CI 77492, Tocopherol, Glutathione, Hydroxypropyl Methylcellulose, Sodium Glycyrrhizate, Citrus Sinensis Leaf Extract, Citrus Aurantium Dulcis Fruit Extract, CI 19140, Citrus Limon Fruit Extract, Pyrus Malus Fruit Extract, Saccharum Officinarum Extract, Menthol, Methyl Ubiquinone, Ethyl Menthane Carboxamide, Hydroxypropylcellulose, CI 42090, Acrylates Copolymer, Oligopeptide-1",BLMNOCM CM em4AOnu vrr0-61037 Ln,"BLMNOCM CM, em4AOnu, vrr0-61037, Ln",677,70,0.9616,1.0,0.9572,1.0,48.2292,
original,x113.jpg,labelx113.txt,ok,"Aqua (Water), Ethylhexyl Methoxycinnamate, Niacinamide, Isododecane, Neopentyl Glycol Diheptanoate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (Nano), Propylene Glycol, Potassium Cetyl Phosphate, Benzophenone-3, Octocrylene, Butyl Methoxydibenzoylmethane, Triethanolamine, Glycerin, Isoamyl p-Methoxycinnamate, Bakuchiol, Decyl Glucoside, Chlorphenesin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethylene Glycol, Disodium EDTA, Xanthan Gum, Tocopheryl Acetate, 1,2-Hexanediol, Biosaccharide Gum-4, Caprylyl Glycol, Glucose, Sodium Hyaluronate, Chondrus Crispus Extract, Hydroxypropyltrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Phenoxyethanol, Cetearyl Alcohol, Butylene Glycol","Neopenty Glycol Diheptanoate, Methylene Bis-Benzotriazolyl Tetramethylbutyiphenol (Nano), Propylene Glycol, Potassium Cetyl Phosphate, Benzophenone-3, Octocrylene, Butyl Methoxydibenzoylmethane, Triethanolamine, Glycerin, Isoamyl p-Methoxycinnamate, Bakuchiol, Decyl Glucoside, Chlorphenesin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethylene Glycol, Disodium EDTA, Xanthan Gum, Tocophery Acetate, 1,2-Hexanediol, Biosaccharide Gum-4, Caprylyl Glycol, Glucose, Sodium Hyaluronate, Chondrus Crispus Extract, Hydroxypropyltrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium fioou:","Neopenty Glycol Diheptanoate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (Nano), Propylene, Glycol, Potassium Cetyl Phosphate, Benzophenone-3, Octocrylene, Butyl Methoxydibenzoylmethane, Triethanolamine, Glycerin, Isoamyl p-Methoxycinnamate, Bakuchiol, Decyl Glucoside, Chlorphenesin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethylene Glycol, Disodium EDTA, Xanthan Gum, Tocophery Acetate, 1,2-Hexanediol, Biosaccharide Gum-4, Caprylyl Glycol, Glucose, Sodium Hyaluronate, Chondrus Crispus Extract, Hydroxypropyltrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium, fioou",834,76,0.1835,0.2237,0.1823,0.2368,60.6991,
original,x114.jpg,labelx114.txt,ok,"Aqua, Arbutin, Butylene Glycol, Raphanus Sativus Root Extract, Phenoxyethanol, Tocopherol, C13-14 Isoparaffin, Chlorphenesin, Allantoin, Ascorbyl Tetraisopalmitate, C9-11 Pareth-6, Fragrance, Disodium EDTA, Sodium Hyaluronate, Propylene Glycol, Collagen, Ubidecarenone, Polyacrylamide","zhauoaa dbuus:nou/Ingredients: Aqua, Arbutin, Butylene Glycol, Raphanus Sativus Root Extract, Phenoxyethanol, Tocopherol, C13-14 isoparaffin, Chlorphenesin, Allantoin, Ascorbyl Tetraisopalmitate, C9-11 Pareth- Hyaluronate, Fragrance, Disodium EDTA Sodium Propylene Glycol, Collagen, Ubidecarenone, Polyacrylamide","zhauoaa, dbuus, nou/Ingredients, Aqua, Arbutin, Butylene, Glycol, Raphanus, Sativus, Root, Extract, Phenoxyethanol, Tocopherol, C13-14 isoparaffin, Chlorphenesin, Allantoin, Ascorbyl, Tetraisopalmitate, C9-11 Pareth, Hyaluronate, Fragrance, Disodium, EDTA, Sodium, Propylene, Glycol, Collagen, Ubidecarenone, Polyacrylamide",284,28,0.2007,0.2143,0.2289,0.5,47.659,
original,x115.jpg,labelx115.txt,ok,"WATER, ETHYLHEXYL METHOXYCINNAMATE, ETHYLHEXYL SALICYLATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, CYCLOPENTASILOXANE, PROPANEDIOL, TETRAMETHYLBUTYLPHENOL (NANO), BUTYLOCTYL SALICYLATE, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL, DISODIUM EDTA, TITANIUM DIOXIDE, CAPRYLYL GLYCOL, GLYCERYL STEARATE, SALIX ALBA BARK EXTRACT, POLYMETHYLSILSESQUIOXANE, PEG-9 STEARATE, DIMETHICONE, CETEARYL ALCOHOL, ALLANTOIN, PROPYLENE GLYCOL, ADENOSINE, DECYL GLUCOSIDE, ETHYLHEXYLGLYCERIN, 1,2-HEXANEDIOL, SODIUM LAUROYL LACTYLATE, XANTHAN GUM, CURCUMA AROMATICA ROOT EXTRACT, CENTELLA ASIATICA LEAF EXTRACT, SILICA, ZINGIBER MONTANUM (GINGER) RHIZOME EXTRACT, CHLORPHENESIN","SOUnoUy/INGREDIENTS: WATER ETHYLHEXYL METHCAYCINNAMATE, ETHYLHEXYL SALICYLATE BIS-ETHYLHEXYLOIYPHENOL METHOXYPHENYL TRIAZINE CYCLOPENTASILOXANE PROPANEDIOL METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYUPHENOL (NANCL BUTYLOCTYL SAUCYLATE BUTYLENE GLYCOL CETYLALCOHOL GLYCERYL STEARATIE METHYL METHACRYLATE CROSSPOLYMER SALIX ALBA BARK EXTRACT, POLYMETHYLSLSESQUICKANE, PEG- STEARATE, DIMETHICONE CETEARETH-IAL DECYL GLUCOSIDE ALLANTOIN, PROPYLENE GLYCOL ACRLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER ETHYLHEXYLGLYCERIN, DISODIUM EDTA, 1.2-HEXANEDIOL SODIUM LAUROYL LACTYLATIE TOCOPHERYL ACETATE, SCDILIM HYDRCKIDE, CENTELLA ASIATICA LEAF EXTRACT, XANTHAN GUM, CURCUMA AROMATICA ROOT EXTRACT. CURCUMA LONGA (TURMERICI EXTRACT, CERAMIDE NP. CERAMIDE AP, CHOLESTEROL, PHYTOSPHINGOSINE, CARBOMER, CENTELLA ASIATICA EXTRACT, SIUCA ZINGBER MONTANUM EXTRACT, PHENOKYETHANOL CAESALPINA SPINOSA FRLIT POD EXTRACT SCOIUM DNA, HELIANTHUS ANNUUS SPROUT EXTRACT, SODIUM BENZCATE, CERAMIDE EOP. CENTELLA ASIATICA LEAFVESICLES","WATER ETHYLHEXYL METHCAYCINNAMATE, ETHYLHEXYL SALICYLATE BIS-ETHYLHEXYLOIYPHENOL, METHOXYPHENYL TRIAZINE CYCLOPENTASILOXANE PROPANEDIOL METHYLENE BIS-BENZOTRIAZOLYL, TETRAMETHYLBUTYUPHENOL (NANCL BUTYLOCTYL SAUCYLATE BUTYLENE GLYCOL CETYLALCOHOL, GLYCERYL STEARATIE METHYL METHACRYLATE CROSSPOLYMER SALIX ALBA BARK EXTRACT, POLYMETHYLSLSESQUICKANE, PEG-20 STEARATE, DIMETHICONE CETEARETH-IAL DECYL GLUCOSIDE, ALLANTOIN, PROPYLENE GLYCOL ACRLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ETHYLHEXYLGLYCERIN, DISODIUM EDTA, 1.2-HEXANEDIOL SODIUM LAUROYL LACTYLATIE, TOCOPHERYL ACETATE, SCDILIM HYDRCKIDE, CENTELLA ASIATICA LEAF CELL EXTRACT, XANTHAN GUM, CURCUMA AROMATICA ROOT EXTRACT. CURCUMA LONGA (TURMERICI EXTRACT, CERAMIDE NG, CERAMIDE AP, CHOLESTEROL, PHYTOSPHINGOSINE, CARBOMER, CENTELLA ASIATICA ROOT EXTRACT, SIUCA ZINGBER MONTANUM EXTRACT, PHENOKYETHANOL CAESALPINA SPINOSA FRLIT POD EXTRACT, SCOIUM DNA, HELIANTHUS ANNUUS SPROUT EXTRACT, SODIUM BENZCATE, CERAMIDE EOP, CENTELLA ASIATICA LEAFVESICLES",675,63,0.8044,1.254,0.7896,1.254,59.6242,
original,x116.jpg,labelx116.txt,ok,"Water, Niacinamide, Rosa Damascena Flower Water, Glycerin, Propylene Glycol, Trehalose, Phenoxyethanol, Avena Sativa Bran Extract, Carbomer, Triethanolamine, Butylene Glycol, Allantoin, Disodium EDTA, Titanium Dioxide, Caprylyl Glycol, Tetrahydroxypropyl Ethylenediamine, PEG-40 Hydrogenated Castor Oil, Xanthan Gum, 1,2-Hexanediol, Melissa Officinalis Extract, Pentylene Glycol, Citrus Reticulata Peel Extract, Hydroxyethyl Phosphatidylcholine, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Squalane, Cetyl Alcohol, Ethyl Linoleate, Ziziphus Spina-Christi Leaf Extract, Coco-Glucoside, Hesperidin, Citric Acid, Ceramide NP, Sodium Benzoate, Glycosaminoglycans, Nicotiana Benthamiana Hexapeptide-40, Polypeptide-17","00 Butylene Gycol, Allantoin, Water, Glycarin, Bran Propylene Glyool, Disodiurn EDTA, Titanium Dioxide, Caprylyl Extract, Carbomer, Trethanolamine, Tetrahydrocurcumin, Propanodiol, Xanthan Gum, 1,2-Hexanediol, Melissa Glycol, Chlorphenesin, Phosphatidylcholine. Squalene, Glycol 400. Ceramide NP, Sodium Polypeptide-47 Benzoate.","00, Butylene Gycol, Allantoin, Water, Glycarin, Bran, Propylene, Glyool, Disodiurn EDTA, Titanium Dioxide, Caprylyl, Extract, Carbomer, Triethanolamine, Tetrahydrocurcumin, Propanodiol, Xanthan Gum, 1,2-Hexanediol, Melissa, Glycol, Chlorphenesin, Phosphatidylcholine, Squalene, Glycol 400, Ceramide NP, Sodium, Polypeptide-47, Benzoate",716,73,0.6732,0.8082,0.6662,0.8493,61.9052,
original,x117.jpg,labelx117.txt,ok,"Aqua, Propanediol, Niacinamide, Glycerin, Caprylic/Capric Triglyceride, Butylene Glycol, Panthenol, Phenoxyethanol, Sodium Polyacryloyldimethyl Taurate, Saccharide Isomerate, Arginine, Carbomer, Isohexadecane, Bisabolol, Xylitylglucoside, Dendrobium Officinale Stem Extract, Sparassis Crispa Extract, Anhydroxylitol, Polysorbate 20, Ethylhexylglycerin, Pentylene Glycol, Hamamelis Virginiana Water, 1,2-Hexanediol, Nymphaea Chalong Kwan Flower Extract, Maltodextrin, PEG-7 Glyceryl Cocoate, Xylitol, Disodium EDTA, Glycerol, Polyquaternium-51, Aloe Barbadensis Leaf Juice, Glucose, Laminaria Digitata Extract, Dipotassium Glycyrrhizate, Sodium Hyaluronate, Hydrogenated Lecithin, Opuntia Ficus-Indica Stem Extract, Asiaticoside, Madecassic Acid, Asiatic Acid, Glycine, Citric Acid, Sodium Citrate, Serine, Glutamic Acid, Cetyl-PG Hydroxyethyl Palmitamide, Ceramide EOP, Ceramide NG, Ceramide NP, Ceramide AS, Ceramide AP, Cholesterol, Aspartic Acid, Leucine, Sodium DNA, Centella Asiatica Extract, Sodium Benzoate, Alanine, Lysine, Tyrosine, Phenylalanine, Threonine, Proline, Valine, Benzoic Acid, Isoleucine, Histidine","Aqua, Propanediol, Niedinamide, Glycerin, Caprytic/Capric Trigtyceride, Butylene Glycol Panthenol, Phenoxyethanol, Sodium Polyacryloyidimethyl Taurate, Saccharide Isomerate, Arginine, Carbomer, Isohexadecane, Bisabolol, Xylitylglucoside, Dendrobium Officinale Stem Extract, Sparassis Crispa Extract, Anhydroxylitol, Polysorbate 20, Ethylhexylgtycerin, Pentylene Glycol, Hamamelis Virginiana Water, 1,2-Hexanediol, Nympheea Chalong Kwan Flower Extract, Maltodextrin, PEG-7 Glyceryl Cocoate, Xylitol, Disodium EDTA, Glycerol, Polyquaternium-51, Aloe Barbadensis Leaf Juice, Glucose, Laminaria Digitata Extract, Dipotassium Glycyrrhizinate, Sodium Hyaluronate, Hydrogenated Lecthin, Opuntia Ficus-Indica Stem Extract, Aslaticoside, Madecassic Acid, Asiatic Acid, Glycine, Citric Acid, Sodium Citrate, Serine, Glutamic Acid, Cetyl-PG Hydroxyethyl Palmitamide, Ceramide EOP, Ceramide NG, Ceramide NP, Ceramide AS, Ceramide AP, Cholesterol, Aspartic Acid, Leucine, Sodium DNA, Centella Asiatica Extract, Sodium Benzoate, Alanine, Lysine, Tyrosine, Phenylalanine, Threonine, Proline, Valine, Benzoic Acid, Isoleucine, Histidine - 53 17","Aqua, Propanediol, Niedinamide, Glycerin, Caprylic/Capric Triglyceride, Butylene Glycol, Panthenol, Phenoxyethanol, Sodium Polyacryloyidimethyl Taurate, Saccharide Isomerate, Arginine, Carbomer, Isohexadecane, Bisabolol, Xylitylglucoside, Dendrobium Officinale Stem Extract, Sparassis Crispa Extract, Anhydroxylitol, Polysorbate 20, Ethylhexylglycerin, Pentylene Glycol, Hamamelis Virginiana Water, 1,2-Hexanediol, Nympheea Chalong Kwan Flower Extract, Maltodextrin, PEG-7 Glyceryl Cocoate, Xylitol, Disodium EDTA, Glycerol, Polyquaternium-51, Aloe Barbadensis Leaf Juice, Glucose, Laminaria Digitata Extract, Dipotassium Glycyrrhizinate, Sodium Hyaluronate, Hydrogenated Lecithin, Opuntia Ficus-Indica Stem Extract, Asiaticoside, Madecassic Acid, Asiatic Acid, Glycine, Citric Acid, Sodium Citrate, Serine, Glutamic Acid, Cetyl-PG Hydroxyethyl Palmitamide, Ceramide EOP, Ceramide NP, Ceramide NP, Ceramide AS, Ceramide AP, Cholesterol, Aspartic Acid, Leucine, Sodium DNA, Centella Asiatica Extract, Sodium Benzoate, Alanine, Lysine, Tyrosine, Phenylalanine, Threonine, Proline, Valine, Benzoic Acid, Isoleucine, Histidine, 53 17",1120,117,0.0179,0.1111,0.0125,0.0684,58.2036,
