dataset,image_file,label_file,status,reference_text,ocr_text_raw,ocr_text_fuzzy,ref_chars,ref_words,cer_raw,wer_raw,cer_fuzzy,wer_fuzzy,ocr_time_sec,error
original,x108.jpg,labelx108.txt,ok,"Water, Propylene Glycol, Niacinamide, Panthenol, Paraffinum Liquidum, Fragrance, Sodium Polyacrylate, Phenoxyethanol, Butylene Glycol, Isopropyl Palmitate, Ethylhexyl Methoxycinnamate, Disodium EDTA, Octocrylene, Xanthan Gum, Ethylhexylglycerin, Morus Alba Root Extract, Glutathione, Polyglyceryl-6 Laurate, Polyglyceryl-10 Oleate, BHT, Chlorphenesin, CI 17200, Sorbitan Palmitate, CI 15510, 3-O-Ethyl Ascorbic Acid, 1,2-Hexanediol, Magnolol, Sodium Hyaluronate, Ascorbyl Propyl Hyaluronate, Ascorbyl Dipropyl Hyaluronate, Dimethylsilanol Hyaluronate, Hydrolyzed Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Pentylene Glycol, Potassium Hyaluronate, Propanediol, Sodium Acetylated Hyaluronate, Sodium Benzoate, Sodium Retinoyl Hyaluronate Crosspolymer, Sodium Hyaluronate Crosspolymer, Zinc Hydrolyzed Hyaluronate","dbuus:nau / INGREDIENTS: HH,H e, Propanedl, ,l Setyated ou: kšulmmae","dbuus, nau / INGREDIENTS, HH, H, e, Propanedl, l Setyated, ou, kšulmmae",851,83,0.9295,1.0,0.9224,1.0,6.2193,
original,x109.jpg,labelx109.txt,ok,"Aqua, Glycerin, Propylene Glycol, Beta-Glucan, Panthenol, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Caprylhydroxamic Acid, Ethylhexylglycerin, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxyethylcellulose, Triethanolamine, Xanthan Gum, Sodium Hyaluronate, Hydroxyphenyl Propamidobenzoic Acid, Pearl Extract, Pentylene Glycol, Plankton Extract, PEG-40 Hydrogenated Castor Oil, Argania Spinosa Kernel Extract, Butyrospermum Parkii (Shea Butter) Extract, Camellia Oleifera Seed Extract, Centella Asiatica Extract, Triticum Vulgare (Wheat) Seed Extract, Parfum","[InGrEDIENtS] AQUA, GLYCERIN, PROPYLENE GLYCOL, BETA-GLUCAN, PANTHENOL, ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER, CAPRYLHYDROXAMIC ACID, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, HYDROXYETHYLCELLULOSE, TRIETHANOLAMINE, XANTHAN GUM, SODIUM HYALURONATE, HYDROXYPHENYL PROPAMIDOBENZOIC ACID, PEARL EXTRACT, PENTYLENE GLYCOL, PLANKTON EXTRACT, PEG-40 HYDROGENATED CASTOR OIL, ARGANIA SPINOSA KERNEL EXTRACT, BUTYROSPERMUM PARKI (SHEA BUTTER) EXTRACT, CAMELLIA OLEIFERA SEED EXTRACT, CENTELLA ASIATICA EXTRACT, TRITICUM VULGARE (WHEAT) SEED EXTRACT, PARFUM","[InGrEDIENtS] AQUA, GLYCERIN, PROPYLENE GLYCOL, BETA-GLUCAN, PANTHENOL, ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE, COPOLYMER, CAPRYLHYDROXAMIC ACID, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, ACRYLATES/C10-30 ALKYL ACRYLATE, CROSSPOLYMER, HYDROXYETHYLCELLULOSE, TRIETHANOLAMINE, XANTHAN GUM, SODIUM HYALURONATE, HYDROXYPHENYL, PROPAMIDOBENZOIC ACID, PEARL EXTRACT, PENTYLENE GLYCOL, PLANKTON EXTRACT, PEG-10 HYDROGENATED CASTOR OIL, ARGANIA SPINOSA KERNEL EXTRACT, BUTYROSPERMUM PARKI (SHEA BUTTER) EXTRACT, CAMELLIA OLEIFERA LEAF EXTRACT, CENTELLA ASIATICA ROOT EXTRACT, TRITICUM VULGARE (WHEAT) SEED EXTRACT, PARFUM",589,58,0.0255,0.0345,0.0458,0.1379,18.958,
original,x11.jpg,labelx11.txt,ok,"Water, Glycereth-26, Glycerin, Dipropylene Glycol, 1,2-Hexanediol, Carbomer, Butylene Glycol, Trehalose, Pentaerythrityl Tetrastearate, Hydrogenated Polyisobutene, Tromethamine, Ethylhexylglycerin, Caprylyl Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Allantoin, Panthenol, Pentylene Glycol, Disodium EDTA, Melaleuca Alternifolia Leaf Oil, Melia Azadirachta Leaf Extract, Sodium Hyaluronate, Hydroxyacetophenone, Melia Azadirachta Flower Extract, Coccinia Indica Fruit Extract, Solanum Melongena Fruit Extract, Amber Powder, Centella Asiatica Extract, Curcuma Longa Root Extract, Ocimum Sanctum Leaf Extract, Moringa Oleifera Seed Oil, Madecassoside, Corallina Officinalis Extract, Centella Asiatica Leaf Extract, Asiaticoside","Ingredients / aouus:nou : WATER, GLYCERETH-26, GLYCERIN, DIPROPYLENE GLYCOL, 1.2-HEXANEDIOL, CARBOMER, BUTYLENE GLYCOL, TREHALOSE, PENTAERYTHRITYL TETRAISOSTEARATE, HYDROGENATED POLYISOBUTENE. TROMETHAMINE, ETHYLHEXYLGLYCERIN, CAPRYLYL GLYCOL AMMONIUM ACRYLOYLDIMETHYLTAURATE/NP COPOLYMER, ALLANTOIN, PANTHENOL PENTYLENE GLYCOL, DISODIUM EDTA, MELALEUCA ALTERNIFOLIA LEAF OIL, MELIA AZADIRACHTA LEAF EXTRACT, SODIUM HYALURONATE, HYDROXYACETOPHENONE, MELIA AZADIRACHTA FLOWER EXTRACT, COCCINIA INDICA FRUIT EXTRACT, SOLANUM MELONGENA FRUIT EXTRACT, AMBER POWDER, CENTELLA ASIATICA EXTRACT, CURCUMA LONGA ROOT EXTRACT. OCIMUM SANCTUM LEAF EXTRACT, MORINGA OLEIFERA SEED OIL, MADECASSOSIDE, CORALLINA OFFICINALIS EXTRACT, CENTELLA ASIATICA LEAF EXTRACT, ASIATICOSIDE.","nou, WATER, GLYCERETH-26, GLYCERIN, DIPROPYLENE GLYCOL, 1.2-HEXANEDIOL, CARBOMER, BUTYLENE, GLYCOL, TREHALOSE, PENTAERYTHRITYL TETRAISOSTEARATE, HYDROGENATED POLYBUTENE, TROMETHAMINE, ETHYLHEXYLGLYCERIN, CAPRYLYL GLYCOL AMMONIUM ACRYLOYLDIMETHYLTAURATE/NP, COPOLYMER, ALLANTOIN, PANTHENOL PENTYLENE GLYCOL, DISODIUM EDTA, MELALEUCA ALTERNIFOLIA, LEAF OIL, MELIA AZADIRACHTA LEAF EXTRACT, SODIUM HYALURONATE, HYDROXYACETOPHENONE, MELIA AZADIRACHTA FLOWER EXTRACT, COCCINIA INDICA FRUIT EXTRACT, SOLANUM MELONGENA, FRUIT EXTRACT, AMBER POWDER, CENTELLA ASIATICA ROOT EXTRACT, CURCUMA LONGA ROOT EXTRACT, OCIMUM SANCTUM LEAF EXTRACT, ORBIGNYA OLEIFERA SEED OIL, MADECASSOSIDE, CORALLINA, OFFICINALIS EXTRACT, CENTELLA ASIATICA LEAF CELL EXTRACT, ASIATICOSIDE",736,76,0.0489,0.1579,0.0462,0.1842,15.735,
original,x110.jpg,labelx110.txt,ok,"Water, Glycerin, Dimethicone, Cyclopentasiloxane, Butylene Glycol, Polymethylsilsesquioxane, Simmondsia Chinensis Seed Oil, Lauryl PEG-10 Tris(Trimethylsiloxy)Silylethyl Dimethicone, Sodium Chloride, Isopentyldiol, Octyldodecanol, Dimethicone/PEG-10/15 Crosspolymer, Panthenol, Aloe Barbadensis Leaf Juice, Dimethicone Crosspolymer, Bisabolol, Fragrance, Polysilicone-11, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Echium Plantagineum Seed Oil, Polyglyceryl-10 Diisostearate, Polyglyceryl-10 Laurate, Helianthus Annuus Seed Oil Unsaponifiables, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Sodium Polyglutamate, Tocopherol, Salicylic Acid, Amylopectin, Dextrin, Niacinamide, Xanthan Gum, Camellia Sinensis Leaf Extract, Zinc PCA, Gluconolactone, Lactococcus Ferment Lysate, Propylene Glycol, Betaine, Magnesium Aspartate, Zinc Gluconate, Tromethamine, Copper Gluconate, Sodium Benzoate, Phenoxyethanol, Chlorphenesin",Ingredients / adbuusnou: WATER GLYCERIN DIMETHICONE CYCLOPINTASLOKANE BUTYLENE GLYCOL POLYMETHYLSILSESQUIOXANE GLUCONATE. SODIUM BENZOATE. PHENOXYETHANOL CHLORPHENESIN.,"WATER GLYCERIN DIMETHICONE CYCLOPINTASLOKANE BUTYLENE GLYCOL POLYMETHYLSILSESQUIOXANE, GLUCONATE. SODIUM BENZOATE. PHENOXYETHANOL CHLORPHENESIN",928,87,0.8448,0.977,0.8502,0.954,6.4862,
original,x111.jpg,labelx111.txt,ok,"Deionized Water, Isododecane, Niacinamide, Propanediol, Polyglyceryl-2 Stearate, Dimethicone, Sodium Hyaluronate Crosspolymer, Triethanolamine, Butylene Glycol, 2-Phenoxyethanol, Carbomer, PEG-40 Hydrogenated Castor Oil, Trideceth-9, Allantoin, Perfume, Chlorphenesin, Glycerine, Centella Asiatica Extract, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate, Magnesium Ascorbyl Phosphate, Hydrolyzed Algin, Disodium EDTA, Propylene Glycol, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra Root Extract, Xanthan Gum, Chamomilla Recutita Flower Extract, Rosmarinus Officinalis Leaf Extract, Atelocollagen, Sodium Chondroitin Sulfate, Polysorbate 20, Saccharide Isomerate, Lecithin, Hexanoyl Dipeptide-3 Norleucine Acetate","OUUS:NOU : DEIONIZED WATER, ISODODECANE, NIACINAMIDE, PROPANEDIOL, POLYGLYCERYL-2 STEARATE DIMETHICONE, SODIUM HYALURONATE CROSSPOLYMER, GLYCERYL STEARATE, STEARYL ALCOHOL, TRIETHANOLAMINE, BUTYLENE GLYCOL, 2-PHENOXYETHANOL CARBOMER, PEG-40 HYDROGENATED CASTOR OIL, TRIDECETH-9, ALLANTOIN, PERFUME, CHLORPHENESIN, GLYCERINE, CENTELLA ASIATICA EXTRACT, HYDROLYZED SODIUMHYALURONATE,SODIUMHYALURONATE,MAGNESIUMASCORBYLPHOSPHATE,HYDROLYZED ALGIN, DISODIUM EDTA, PROPYLENE GLYCOL, POLYGONUM CUSPIDATUM ROOT EXTRACT, SCUTELLARIA BAICALENSIS ROOT EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, GLYCYRRHIZA GLABRA ROOT EXTRACT, XANTHAN GUM, CHAMOMILLA RECUTITA FLOWER EXTRACT, ROSMARINUS OFFICINALIS LEAF EXTRACT, ATELOCOLLAGEN, SODIUM CHONDROITIN SULFATE, POLYSORBATE 20, SACCHARIDE ISOMERATE, LECITHIN. HEXANOYL DIPEPTIDE-3 NORLEUCINE ACETATE","OUUS, NOU, DEIONIZED WATER, ISODODECANE, NIACINAMIDE, PROPANEDIOL, POLYGLYCERYL-6 STEARATE, DIMETHICONE, SODIUM HYALURONATE CROSSPOLYMER, GLYCERYL STEARATE, STEARYL ALCOHOL, TRIETHANOLAMINE, BUTYLENE GLYCOL, 2-PHENOXYETHANOL CARBOMER, PEG-40 HYDROGENATED CASTOR, OIL, TRIDECETH-9, ALLANTOIN, PERFUME, CHLORPHENESIN, GLYCERINE, CENTELLA ASIATICA ROOT EXTRACT, HYDROLYZED SODIUM HYALURONATE, SODIUM HYALURONATE, MAGNESIUM ASCORBYL PHOSPHATE, HYDROLYZED, ALGIN, DISODIUM EDTA, PROPYLENE GLYCOL, POLYGONUM CUSPIDATUM ROOT EXTRACT, SCUTELLARIA, BAICALENSIS ROOT EXTRACT, CAMELLIA SINENSIS LEAF CELL EXTRACT, GLYCYRRHIZA GLABRA ROOT EXTRACT, XANTHAN GUM, CHAMOMILLA RECUTITA FLOWER EXTRACT, ROSMARINUS OFFICINALIS LEAF EXTRACT, ATELOCOLLAGEN, SODIUM CHONDROITIN SULFATE, POLYSORBATE 20, SACCHARIDE ISOMERATE, LECITHIN, HEXANOYL DIPEPTIDE-3 NORLEUCINE ACETATE",793,81,0.0719,0.2099,0.0782,0.1605,19.7045,
original,x112.jpg,labelx112.txt,ok,"Aqua, Niacinamide, Glycerin, Propylene Glycol, Phenoxyethanol, Aloe Barbadensis Leaf Juice Powder, Carbomer, Triethanolamine, Chlorphenesin, Allantoin, Disodium EDTA, Polysorbate 20, Mannitol, Xanthan Gum, Cellulose, Tetrahydrodiferuloylmethane, Fragrance, Alpha-Arbutin, Dipotassium Glycyrrhizate, CI 77492, Tocopherol, Glutathione, Hydroxypropyl Methylcellulose, Sodium Glycyrrhizate, Citrus Sinensis Leaf Extract, Citrus Aurantium Dulcis Fruit Extract, CI 19140, Citrus Limon Fruit Extract, Pyrus Malus Fruit Extract, Saccharum Officinarum Extract, Menthol, Methyl Ubiquinone, Ethyl Menthane Carboxamide, Hydroxypropylcellulose, CI 42090, Acrylates Copolymer, Oligopeptide-1",IDWOU0U0NIWJ78 w10-1-6100009377,"IDWOU0U0NIWJ78, w10-1-6100009377",677,70,0.9778,1.0,0.9764,1.0,3.2478,
original,x113.jpg,labelx113.txt,ok,"Aqua (Water), Ethylhexyl Methoxycinnamate, Niacinamide, Isododecane, Neopentyl Glycol Diheptanoate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (Nano), Propylene Glycol, Potassium Cetyl Phosphate, Benzophenone-3, Octocrylene, Butyl Methoxydibenzoylmethane, Triethanolamine, Glycerin, Isoamyl p-Methoxycinnamate, Bakuchiol, Decyl Glucoside, Chlorphenesin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethylene Glycol, Disodium EDTA, Xanthan Gum, Tocopheryl Acetate, 1,2-Hexanediol, Biosaccharide Gum-4, Caprylyl Glycol, Glucose, Sodium Hyaluronate, Chondrus Crispus Extract, Hydroxypropyltrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Phenoxyethanol, Cetearyl Alcohol, Butylene Glycol","aOUUsnoU (INGREDIENTS): Aqua (Water), Ethyihexyl Methoxycinnamate, Niacinamide, Isododecane, Neopentyl Glycol Diheptanoate, Methylene Bis-Benzotriazolyl Tetramethylbutyiphenol (Nano), Propylene Glycol, Potassium Cetyl Phosphate, Benzophenone-3, Octocrylene, Butyl Methoxydibenzoylmethane, Triethanolamine, Glycerin, Isoamyl p-Methoxycinnamate, Bakuchiol, Decyl Glucoside, Chiorphenesin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethylene Glycol, Disodium EDTA, Xanthan Gum, Tocophery Acetate, 1,2-Hexanediol, Biosaccharide Gum-4, Caprylyl Glycol, Glucose, Sodium Hyaluronate, Chondrus Crispus Extract, Hydroxypropyitrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Phenoxyethanol, Cetearyl Alcohol, Butylene Glycol fioou：","Aqua (Water), Ethyihexyl Methoxycinnamate, Niacinamide, Isododecane, Neopentyl Glycol Diheptanoate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (Nano), Propylene, Glycol, Potassium Cetyl Phosphate, Benzophenone-3, Octocrylene, Butyl Methoxydibenzoylmethane, Triethanolamine, Glycerin, Isoamyl p-Methoxycinnamate, Bakuchiol, Decyl Glucoside, Chlorphenesin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethylene Glycol, Disodium EDTA, Xanthan Gum, Tocophery Acetate, 1,2-Hexanediol, Biosaccharide Gum-4, Caprylyl Glycol, Glucose, Sodium Hyaluronate, Chondrus Crispus Extract, Hydroxypropyitrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium, Hyaluronate, Potassium Hyaluronate, Phenoxyethanol, Cetearyl Alcohol, Butylene Glycol, fioou",834,76,0.0432,0.1053,0.0144,0.0921,18.3637,
original,x114.jpg,labelx114.txt,ok,"Aqua, Arbutin, Butylene Glycol, Raphanus Sativus Root Extract, Phenoxyethanol, Tocopherol, C13-14 Isoparaffin, Chlorphenesin, Allantoin, Ascorbyl Tetraisopalmitate, C9-11 Pareth-6, Fragrance, Disodium EDTA, Sodium Hyaluronate, Propylene Glycol, Collagen, Ubidecarenone, Polyacrylamide","aunuamWoidanna AscoTeraopamae,C9-11Paeh-6,Fragrae,DsmEDTA,Sdum Hyaluronate,Propylene Glycol, Collagen,Ubidecarenone,Polyacrylamide","aunuamWoidanna, AscoTeraopamae, C9-11Paeh-6, Fragrae, DsmEDTA, Sdum, Hyaluronate, Propylene Glycol, Collagen, Ubidecarenone, Polyacrylamide",284,28,0.5528,0.9643,0.5282,0.7857,3.9672,
original,x115.jpg,labelx115.txt,ok,"WATER, ETHYLHEXYL METHOXYCINNAMATE, ETHYLHEXYL SALICYLATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, CYCLOPENTASILOXANE, PROPANEDIOL, TETRAMETHYLBUTYLPHENOL (NANO), BUTYLOCTYL SALICYLATE, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL, DISODIUM EDTA, TITANIUM DIOXIDE, CAPRYLYL GLYCOL, GLYCERYL STEARATE, SALIX ALBA BARK EXTRACT, POLYMETHYLSILSESQUIOXANE, PEG-9 STEARATE, DIMETHICONE, CETEARYL ALCOHOL, ALLANTOIN, PROPYLENE GLYCOL, ADENOSINE, DECYL GLUCOSIDE, ETHYLHEXYLGLYCERIN, 1,2-HEXANEDIOL, SODIUM LAUROYL LACTYLATE, XANTHAN GUM, CURCUMA AROMATICA ROOT EXTRACT, CENTELLA ASIATICA LEAF EXTRACT, SILICA, ZINGIBER MONTANUM (GINGER) RHIZOME EXTRACT, CHLORPHENESIN","SOUUnUhVU/INGREDIENTS: WATER ETHYLHEXYL METHCAYCINNAMATE, ETHYUHEXYL SALICYLATE BIS-ETHYHEXYLOIYPHENOL METHOAYPHENYL TRIAZINE, CYCLOPENTASILOXANE PROPANEDIOL METHYLENE BIS-BENZOTRIAZOLYL TETAMETHYUBUTYUPHENOL INANCL BUTYLOCTYL SAUCYLATE BUTYLENE GLYOOL CETYL ALOOHOL GLYCERYL STEARATE METHYL METHACRYLATE CROSSPOLYMER SALIX ALBA BARK EXTRACT POLYMETHYLSLSESQUICKANE, PEG-I STEARATE, DIMETHICONE, CETEARETH-IAL DECYL GLUCOSIDE ALLANTOIN, PROPYLENE GLYCOL ACRLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ETHYLHEXYLGLYCERIN, DISODIUM EDTA 12-HEXANEDIOL SODIUM LAUROYL LACTYLATE TOCOPHERYE ACETATE, SODILIM HYDRCKIDE CENTELLA ASIATICA LEAF EXTRACT, XANTHAN GUM CURCUMA AROMATICA ROOT EXTRACT. CURCLUMA LONGA (TURMERICI EXTRACT, CERAMIDE NP. SUCA ZINGBER MONTANLM EXTRACT, PHENOKYETHANOL CAESALPINA SPINOSA FRLIT POD EXTRACT SCOIUM DNA, HELIANTHUS ANNUUS SPROUT EXTRACT, SODIUM BENZOATE, CERAMIDE EOP, CERAMIDE AP, CHOLESTEROL, PHYTOSPHINGOSINE, CARBOMER CENTELLA ASIATICA EXTRACT CENTELLA ASIATICA LEAF VESICLES","WATER ETHYLHEXYL METHCAYCINNAMATE, ETHYUHEXYL SALICYLATE BIS-ETHYHEXYLOIYPHENOL, METHOAYPHENYL TRIAZINE, CYCLOPENTASILOXANE PROPANEDIOL METHYLENE BIS-BENZOTRIAZOLYL, TETAMETHYUBUTYUPHENOL INANCL BUTYLOCTYL SAUCYLATE BUTYLENE GLYOOL CETYL ALOOHOL, GLYCERYL STEARATE METHYL METHACRYLATE CROSSPOLYMER SALIX ALBA BARK EXTRACT, POLYMETHYLSLSESQUICKANE, PEG-I STEARATE, DIMETHICONE, CETEARETH-IAL DECYL GLUCOSIDE, ALLANTOIN, PROPYLENE GLYCOL ACRLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ETHYLHEXYLGLYCERIN, DISODIUM EDTA 12-HEXANEDIOL SODIUM LAUROYL LACTYLATE, TOCOPHERYL ACETATE, SODILIM HYDRCKIDE CENTELLA ASIATICA LEAF EXTRACT, XANTHAN GUM, CURCUMA AROMATICA ROOT EXTRACT. CURCLUMA LONGA (TURMERICI EXTRACT, CERAMIDE NG, SUCA ZINGBER MONTANLM EXTRACT, PHENOKYETHANOL CAESALPINA SPINOSA FRLIT POD EXTRACT, SCOIUM DNA, HELIANTHUS ANNUUS SPROUT EXTRACT, SODIUM BENZOATE, CERAMIDE EOP, CERAMIDE AP, CHOLESTEROL, PHYTOSPHINGOSINE, CARBOMER CENTELLA ASIATICA EXTRACT, CENTELLA ASIATICA LEAF VESICLES",675,63,0.8178,1.3333,0.7852,1.2698,21.4979,
original,x116.jpg,labelx116.txt,ok,"Water, Niacinamide, Rosa Damascena Flower Water, Glycerin, Propylene Glycol, Trehalose, Phenoxyethanol, Avena Sativa Bran Extract, Carbomer, Triethanolamine, Butylene Glycol, Allantoin, Disodium EDTA, Titanium Dioxide, Caprylyl Glycol, Tetrahydroxypropyl Ethylenediamine, PEG-40 Hydrogenated Castor Oil, Xanthan Gum, 1,2-Hexanediol, Melissa Officinalis Extract, Pentylene Glycol, Citrus Reticulata Peel Extract, Hydroxyethyl Phosphatidylcholine, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Squalane, Cetyl Alcohol, Ethyl Linoleate, Ziziphus Spina-Christi Leaf Extract, Coco-Glucoside, Hesperidin, Citric Acid, Ceramide NP, Sodium Benzoate, Glycosaminoglycans, Nicotiana Benthamiana Hexapeptide-40, Polypeptide-17","Officinalla Extract, Phosphatidyicholine.  Pentylene Glycol, Citrus Reticulata Peel Extract, Polyethylene Glycol 400.  Sodium Hyaiuronate, Hydrolyzed Hyaluronic Acid, Squalene,","Officinalla Extract, Phosphatidyicholine, Pentylene Glycol, Citrus Reticulata Peel Extract, Polyethylene Glycol 400, Sodium Hyaiuronate, Hydrolyzed Hyaluronic Acid, Squalene",716,73,0.7863,0.863,0.7849,0.863,6.2272,
original,x117.jpg,labelx117.txt,ok,"Aqua, Propanediol, Niacinamide, Glycerin, Caprylic/Capric Triglyceride, Butylene Glycol, Panthenol, Phenoxyethanol, Sodium Polyacryloyldimethyl Taurate, Saccharide Isomerate, Arginine, Carbomer, Isohexadecane, Bisabolol, Xylitylglucoside, Dendrobium Officinale Stem Extract, Sparassis Crispa Extract, Anhydroxylitol, Polysorbate 20, Ethylhexylglycerin, Pentylene Glycol, Hamamelis Virginiana Water, 1,2-Hexanediol, Nymphaea Chalong Kwan Flower Extract, Maltodextrin, PEG-7 Glyceryl Cocoate, Xylitol, Disodium EDTA, Glycerol, Polyquaternium-51, Aloe Barbadensis Leaf Juice, Glucose, Laminaria Digitata Extract, Dipotassium Glycyrrhizate, Sodium Hyaluronate, Hydrogenated Lecithin, Opuntia Ficus-Indica Stem Extract, Asiaticoside, Madecassic Acid, Asiatic Acid, Glycine, Citric Acid, Sodium Citrate, Serine, Glutamic Acid, Cetyl-PG Hydroxyethyl Palmitamide, Ceramide EOP, Ceramide NG, Ceramide NP, Ceramide AS, Ceramide AP, Cholesterol, Aspartic Acid, Leucine, Sodium DNA, Centella Asiatica Extract, Sodium Benzoate, Alanine, Lysine, Tyrosine, Phenylalanine, Threonine, Proline, Valine, Benzoic Acid, Isoleucine, Histidine","Aqua, Propanediol, Nacinamide, Gycerin, Caprytic/Capric Trigtyceride, Butylene Glycol, Panthenol, Phenoxyethanol, Sodium Polyacryloyidimethyl Taurate, Saccharide Isomerate, Arginine, Carbomer, Isohexadecane, Bisabolol, Xylitylglucoside, Dendrobium OffAcinale Stem Extract, Sparassis Crispa Extract, Anhydroxylitol, Polysorbate 20, Ethylhexylglycerin, Pentylene Glycol, Hamamelis Virginiana Water, 1,2-Hexanediol, Nympheea Chalong Kwan Flower Extract, Maltodextrin, PEG-7 Glyceryl Cocoate, Xylitol, Disodium EDTA, Glycerol, Polyquaternium-51, Aloe Barbadensis Leaf Juice, Glucose, Laminaria Digitata Extract, Dipotassium Glycyrhizinate, Sodium Hyaluronate, Hydrogenated Lecithin, Opuntia Ficus-Indica Stem Extract, Aslaticoside, Madecassic Acid, Asiatic Acid, Glycine, Citric Acid, Sodium Citrate, Serine, Glutamic Acid, Cetyl-PG Hydroxyethyl Palmitamide, Ceramide EOP, Ceramide NG, Ceramide NP, Ceramide AS, Ceramide AP, Cholesterol, Aspartic Acid, Leucine, Sodium DNA, Centella Asiatica Extract, Sodium Benzoate, Alanine, Lysine, Tyrosine, Phenylalanine, Threonine, Proline, Valine, Benzoic Acid, Isoleucine, Histidine 5317","Aqua, Propanediol, Niacinamide, Glycerin, Caprylic/Capric Triglyceride, Butylene Glycol, Panthenol, Phenoxyethanol, Sodium Polyacryloyidimethyl Taurate, Saccharide Isomerate, Arginine, Carbomer, Isohexadecane, Bisabolol, Xylitylglucoside, Dendrobium OffAcinale Stem Extract, Sparassis Crispa Extract, Anhydroxylitol, Polysorbate 20, Ethylhexylglycerin, Pentylene Glycol, Hamamelis Virginiana Water, 1,2-Hexanediol, Nympheea Chalong Kwan Flower Extract, Maltodextrin, PEG-7 Glyceryl Cocoate, Xylitol, Disodium EDTA, Glycerol, Polyquaternium-51, Aloe Barbadensis Leaf Juice, Glucose, Laminaria Digitata Extract, Dipotassium Glycyrrhizinate, Sodium Hyaluronate, Hydrogenated Lecithin, Opuntia Ficus-Indica Stem Extract, Asiaticoside, Madecassic Acid, Asiatic Acid, Glycine, Citric Acid, Sodium Citrate, Serine, Glutamic Acid, Cetyl-PG Hydroxyethyl Palmitamide, Ceramide EOP, Ceramide NP, Ceramide NP, Ceramide AS, Ceramide AP, Cholesterol, Aspartic Acid, Leucine, Sodium DNA, Centella Asiatica Extract, Sodium Benzoate, Alanine, Lysine, Tyrosine, Phenylalanine, Threonine, Proline, Valine, Benzoic Acid, Isoleucine, Histidine, 5317",1120,117,0.0143,0.0855,0.0107,0.0598,21.7469,
